NAME,STATE,CITY,COUNTY,WEBSITE,TOT_ENROLL,NAICS_DESC,TELEPHONE
HOPKINSVILLE COMMUNITY COLLEGE,KY,HOPKINSVILLE,CHRISTIAN,https://hopkinsville.kctcs.edu/index.aspx,2076,JUNIOR COLLEGES,(270) 707-3700
ST. JOHN'S UNIVERSITY-NEW YORK,NY,QUEENS,QUEENS,www.stjohns.edu/,20143,"COLLEGES, UNIVERSITIES, AND PROFESSIONAL SCHOOLS",(718) 990-6161
GEISINGER COMMONWEALTH SCHOOL OF MEDICINE,PA,SCRANTON,LACKAWANNA,https://www.geisinger.edu/education,607,JUNIOR COLLEGES,(570) 504-7000
BRYN ATHYN COLLEGE OF THE NEW CHURCH,PA,BRYN ATHYN,MONTGOMERY,www.brynathyn.edu/,287,"COLLEGES, UNIVERSITIES, AND PROFESSIONAL SCHOOLS",(267) 502-6000
CAIRN UNIVERSITY-LANGHORNE,PA,LANGHORNE,BUCKS,www.cairn.edu/,1229,"COLLEGES, UNIVERSITIES, AND PROFESSIONAL SCHOOLS",(215) 752-5800
VERITAS BAPTIST COLLEGE,IN,GREENDALE,DEARBORN,www.vbc.edu/,216,"COLLEGES, UNIVERSITIES, AND PROFESSIONAL SCHOOLS",(812) 221-1714
MERRYFIELD SCHOOL OF PET GROOMING,FL,OAKLAND PARK,BROWARD,https://www.merryfield.edu/,92,COSMETOLOGY AND BARBER SCHOOLS,(954) 771-4030
TECHNICAL COLLEGE OF THE LOWCOUNTRY,SC,BEAUFORT,BEAUFORT,www.tcl.edu/,2119,JUNIOR COLLEGES,(800) 768-8252
MITCHELL TECHNICAL COLLEGE,SD,MITCHELL,DAVISON,https://www.mitchelltech.edu/,1162,JUNIOR COLLEGES,(605) 995-3025
ANGELO STATE UNIVERSITY,TX,SAN ANGELO,TOM GREEN,www.angelo.edu/,10775,"COLLEGES, UNIVERSITIES, AND PROFESSIONAL SCHOOLS",(325) 942-2555
SAN JOAQUIN VALLEY COLLEGE-CENTRAL ADMINISTRATIVE OFFICE,CA,VISALIA,TULARE,www.sjvc.edu/,-999,EDUCATIONAL SUPPORT SERVICES,(559) 734-9000
DETROIT BUSINESS INSTITUTE-DOWNRIVER,MI,RIVERVIEW,WAYNE,www.dbidownriver.edu/,76,BUSINESS AND SECRETARIAL SCHOOLS,(734) 479-0660
TRIDENT UNIVERSITY INTERNATIONAL,CA,CYPRESS,ORANGE,www.trident.edu/,-999,"COLLEGES, UNIVERSITIES, AND PROFESSIONAL SCHOOLS",(800) 375-9878
CLARK ATLANTA UNIVERSITY,GA,ATLANTA,FULTON,www.cau.edu/,3776,"COLLEGES, UNIVERSITIES, AND PROFESSIONAL SCHOOLS",(404) 880-8000
CLOVER PARK TECHNICAL COLLEGE,WA,LAKEWOOD,PIERCE,www.cptc.edu/,3591,JUNIOR COLLEGES,(253) 589-5800
ASBURY UNIVERSITY,KY,WILMORE,JESSAMINE,www.asbury.edu/,1741,"COLLEGES, UNIVERSITIES, AND PROFESSIONAL SCHOOLS",(859) 858-3511
SAINT LEO UNIVERSITY,FL,SAINT LEO,PASCO,www.saintleo.edu/,9832,"COLLEGES, UNIVERSITIES, AND PROFESSIONAL SCHOOLS",(352) 588-8200
BROWN COLLEGE OF COURT REPORTING,GA,ATLANTA,FULTON,www.bccr.edu/,-999,JUNIOR COLLEGES,(404) 876-1227
OAKLAND UNIVERSITY,MI,ROCHESTER HILLS,OAKLAND,www.oakland.edu/,18552,"COLLEGES, UNIVERSITIES, AND PROFESSIONAL SCHOOLS",(248) 370-2100
SAINT JOHNS UNIVERSITY,MN,COLLEGEVILLE,STEARNS,https://csbsju.edu/,1668,"COLLEGES, UNIVERSITIES, AND PROFESSIONAL SCHOOLS",(320) 363-2011
NEBRASKA INDIAN COMMUNITY COLLEGE,NE,MACY,THURSTON,www.thenicc.edu/,210,JUNIOR COLLEGES,(402) 494-2311
SANDHILLS COMMUNITY COLLEGE,NC,PINEHURST,MOORE,www.sandhills.edu/,3990,JUNIOR COLLEGES,(910) 692-6185
EASTERN WEST VIRGINIA COMMUNITY AND TECHNICAL COLLEGE,WV,MOOREFIELD,HARDY,www.easternwv.edu/,374,JUNIOR COLLEGES,(304) 434-8000
NATIONAL UNIVERSITY OF NATURAL MEDICINE,OR,PORTLAND,MULTNOMAH,www.nunm.edu/,485,"COLLEGES, UNIVERSITIES, AND PROFESSIONAL SCHOOLS",(503) 552-1555
TRICOCI UNIVERSITY OF BEAUTY CULTURE LLC-BLOOMINGTON,IN,BLOOMINGTON,MONROE,www.tricociuniversity.edu/,101,COSMETOLOGY AND BARBER SCHOOLS,(630) 528-3330
YESHIVAS NOVOMINSK,NY,BROOKLYN,KINGS,https://yeshivasnovominsk.com/,165,"COLLEGES, UNIVERSITIES, AND PROFESSIONAL SCHOOLS",(718) 438-2727
CUNY BROOKLYN COLLEGE,NY,BROOKLYN,KINGS,www.brooklyn.cuny.edu/,17735,"COLLEGES, UNIVERSITIES, AND PROFESSIONAL SCHOOLS",(718) 951-5000
DEVRY COLLEGE OF NEW YORK,NY,NEW YORK,NEW YORK,https://www.devry.edu/,1213,"COLLEGES, UNIVERSITIES, AND PROFESSIONAL SCHOOLS",(212) 312-4300
LINCOLN TECHNICAL INSTITUTE-MAHWAH,NJ,MAHWAH,BERGEN,www.lincolntech.edu/campus/mahwah-nj,897,OTHER TECHNICAL AND TRADE SCHOOLS,(201) 529-1414 EXT 41400
PINNACLE INSTITUTE OF COSMETOLOGY,NC,MOORESVILLE,IREDELL,pinnacleinstitute.edu/,56,COSMETOLOGY AND BARBER SCHOOLS,(704) 235-0185
WESTERN SUFFOLK BOCES,NY,NORTHPORT,SUFFOLK,www.wilsontech.org/,308,OTHER TECHNICAL AND TRADE SCHOOLS,(631) 261-3600 EXT 200
INDIANA STATE UNIVERSITY,IN,TERRE HAUTE,VIGO,https://www.indstate.edu/,10829,"COLLEGES, UNIVERSITIES, AND PROFESSIONAL SCHOOLS",(812) 237-6311
CALIFORNIA CAREER SCHOOL,CA,ANAHEIM,ORANGE,www.californiacareerschool.edu,62,OTHER TECHNICAL AND TRADE SCHOOLS,(714) 635-6585 EXT 212
GRACE COLLEGE AND THEOLOGICAL SEMINARY,IN,WINONA LAKE,KOSCIUSKO,www.grace.edu/,1901,"COLLEGES, UNIVERSITIES, AND PROFESSIONAL SCHOOLS",(574) 372-5100
CENTRAL CHRISTIAN COLLEGE OF KANSAS,KS,MCPHERSON,MCPHERSON,https://www.centralchristian.edu/,629,"COLLEGES, UNIVERSITIES, AND PROFESSIONAL SCHOOLS",(620) 241-0723 EXT 331
NIAGARA UNIVERSITY,NY,NIAGARA UNIVERSITY,NIAGARA,www.niagara.edu/,3544,"COLLEGES, UNIVERSITIES, AND PROFESSIONAL SCHOOLS",(716) 285-1212
EXCELSIOR COLLEGE,NY,ALBANY,ALBANY,www.excelsior.edu/,21974,"COLLEGES, UNIVERSITIES, AND PROFESSIONAL SCHOOLS",(518) 464-8500
FORTIS COLLEGE-FOLEY,AL,FOLEY,BALDWIN,www.fortis.edu/,87,OTHER TECHNICAL AND TRADE SCHOOLS,(251) 970-1460
ATELIER ESTHETIQUE INSTITUTE OF ESTHETICS,NY,NEW YORK,NEW YORK,www.aeinstitute.net/,250,COSMETOLOGY AND BARBER SCHOOLS,(212) 725-6130 EXT 56130
NASHVILLE STATE COMMUNITY COLLEGE,TN,NASHVILLE,DAVIDSON,www.nscc.edu/,7064,JUNIOR COLLEGES,(615) 353-3333
SAINT MARTIN'S UNIVERSITY,WA,LACEY,THURSTON,https://www.stmartin.edu/,1638,"COLLEGES, UNIVERSITIES, AND PROFESSIONAL SCHOOLS",(360) 491-4700
WEST VIRGINIA JUNIOR COLLEGE-UNITED CAREER INSTITUTE,PA,MOUNT BRADDOCK,FAYETTE,www.piht.edu/,73,JUNIOR COLLEGES,(724) 437-4600
EMPIRE BEAUTY SCHOOL-THORNTON,CO,THORNTON,ADAMS,www.empire.edu/,93,COSMETOLOGY AND BARBER SCHOOLS,(800) 920-4593
NORTHWESTERN UNIVERSITY,IL,EVANSTON,COOK,www.northwestern.edu/,22603,"COLLEGES, UNIVERSITIES, AND PROFESSIONAL SCHOOLS",(847) 491-3741
LA JAMES COLLEGE OF HAIRSTYLING AND COSMETOLOGY,IA,MASON CITY,CERRO GORDO,www.lajames.edu/,54,COSMETOLOGY AND BARBER SCHOOLS,(641) 424-2161
CARRINGTON COLLEGE-PHOENIX NORTH,AZ,PHOENIX,MARICOPA,https://carrington.edu/,986,JUNIOR COLLEGES,(602) 393-5900
ATLANTA TECHNICAL COLLEGE,GA,ATLANTA,FULTON,https://www.atlantatech.edu/,3030,JUNIOR COLLEGES,(404) 225-4400
FORT HAYS STATE UNIVERSITY,KS,HAYS,ELLIS,www.fhsu.edu/,15033,"COLLEGES, UNIVERSITIES, AND PROFESSIONAL SCHOOLS",(785) 628-4000
ALVERNIA UNIVERSITY,PA,READING,BERKS,https://www.alvernia.edu/,2560,"COLLEGES, UNIVERSITIES, AND PROFESSIONAL SCHOOLS",(610) 796-8200
SAN DIEGO MESA COLLEGE,CA,SAN DIEGO,SAN DIEGO,www.sdmesa.edu/,20693,JUNIOR COLLEGES,(619) 388-2600
ARIZONA STATE UNIVERSITY-POLYTECHNIC,AZ,MESA,MARICOPA,www.asu.edu/,-999,"COLLEGES, UNIVERSITIES, AND PROFESSIONAL SCHOOLS",(855) 278-5080
ACADEMY OF NATURAL THERAPY INC,CO,GREELEY,WELD,www.natural-therapy.com/,41,JUNIOR COLLEGES,(970) 352-1181
LONGY SCHOOL OF MUSIC OF BARD COLLEGE,MA,CAMBRIDGE,MIDDLESEX,longy.edu/,202,"COLLEGES, UNIVERSITIES, AND PROFESSIONAL SCHOOLS",(617) 876-0956
MAINE COLLEGE OF ART,ME,PORTLAND,CUMBERLAND,www.meca.edu/,435,"COLLEGES, UNIVERSITIES, AND PROFESSIONAL SCHOOLS",(207) 669-5521
HILLSDALE BEAUTY COLLEGE,MI,HILLSDALE,HILLSDALE,www.hillsdalebeautycollege.com/,18,COSMETOLOGY AND BARBER SCHOOLS,(517) 437-4670
FERRIS STATE UNIVERSITY,MI,BIG RAPIDS,MECOSTA,www.ferris.edu/,11165,"COLLEGES, UNIVERSITIES, AND PROFESSIONAL SCHOOLS",(231) 591-2000
STATE TECHNICAL COLLEGE OF MISSOURI,MO,LINN,OSAGE,https://www.statetechmo.edu/,1756,JUNIOR COLLEGES,(573) 897-5000
ALBANY LAW SCHOOL,NY,ALBANY,ALBANY,www.albanylaw.edu/,566,"COLLEGES, UNIVERSITIES, AND PROFESSIONAL SCHOOLS",(518) 445-2311
FLORIDA SOUTHERN COLLEGE,FL,LAKELAND,POLK,www.flsouthern.edu/,3413,"COLLEGES, UNIVERSITIES, AND PROFESSIONAL SCHOOLS",(863) 680-4111
GUPTON JONES COLLEGE OF FUNERAL SERVICE,GA,DECATUR,DEKALB,www.gupton-jones.edu/,266,JUNIOR COLLEGES,(770) 593-2257
CAPRI BEAUTY COLLEGE,IL,OAK FOREST,COOK,capri.edu/,49,COSMETOLOGY AND BARBER SCHOOLS,(708) 687-3020 EXT 210
TAYLOR INSTITUTE OF COSMETOLOGY II,IN,KNOX,STARKE,www.kbc.edu/,47,COSMETOLOGY AND BARBER SCHOOLS,(574) 772-5500
NEW BRUNSWICK THEOLOGICAL SEMINARY,NJ,NEW BRUNSWICK,MIDDLESEX,www.nbts.edu/,121,"COLLEGES, UNIVERSITIES, AND PROFESSIONAL SCHOOLS",(732) 247-5241
SAINT PAUL SCHOOL OF THEOLOGY,KS,LEAWOOD,JOHNSON,www.spst.edu/,101,"COLLEGES, UNIVERSITIES, AND PROFESSIONAL SCHOOLS",(913) 253-5000
WILLIAM JEWELL COLLEGE,MO,LIBERTY,CLAY,https://www.jewell.edu/,751,"COLLEGES, UNIVERSITIES, AND PROFESSIONAL SCHOOLS",(816) 415-5979
OKLAHOMA TECHNICAL COLLEGE,OK,TULSA,TULSA,www.oklahomatechnicalcollege.com/,293,JUNIOR COLLEGES,(918) 610-0027
HARMONY HEALTH CARE INSTITUTE,NH,MERRIMACK,HILLSBOROUGH,www.harmony-health.org/,25,COSMETOLOGY AND BARBER SCHOOLS,(603) 886-0822
UNIVERSITY OF WISCONSIN-PARKSIDE FLEX,WI,KENOSHA,KENOSHA,https://flex.wisconsin.edu/,145,"COLLEGES, UNIVERSITIES, AND PROFESSIONAL SCHOOLS",(877) 895-3276
URBAN BARBER COLLEGE,CA,CONCORD,CONTRA COSTA,urbanbarbercollege.com/,146,COSMETOLOGY AND BARBER SCHOOLS,(925) 671-0121
POWAY ADULT SCHOOL,CA,POWAY,SAN DIEGO,www.powayadultschool.com/,90,OTHER TECHNICAL AND TRADE SCHOOLS,(858) 668-4024
CENTRAL PENNSYLVANIA DIESEL INSTITUTE,PA,LIVERPOOL,PERRY,www.cpdiesel.com/,14,OTHER TECHNICAL AND TRADE SCHOOLS,(717) 444-3134
YOUNG AMERICANS COLLEGE OF THE PERFORMING ARTS,CA,CORONA,RIVERSIDE,https://www.yacollege.edu/,27,JUNIOR COLLEGES,(951) 493-6753
CAREERS INSTITUTE OF AMERICA,TX,DALLAS,DALLAS,www.careers-ins.com/,8,OTHER TECHNICAL AND TRADE SCHOOLS,(972) 239-3630
HOUSTON BARBER SCHOOL,TX,HOUSTON,HARRIS,www.htxbarberschool.com/,171,COSMETOLOGY AND BARBER SCHOOLS,(281) 821-0681
ARIZONA STATE UNIVERSITY - WASHINGTON CENTER,DC,WASHINGTON,DISTRICT OF COLUMBIA,NOT AVAILABLE,-999,OTHER TECHNICAL AND TRADE SCHOOLS,NOT AVAILABLE
ACADEMY COLLEGE,MN,BLOOMINGTON,HENNEPIN,www.academycollege.edu/,95,"COLLEGES, UNIVERSITIES, AND PROFESSIONAL SCHOOLS",(952) 851-0066
STEVENSON UNIVERSITY,MD,STEVENSON,BALTIMORE,www.stevenson.edu/,3492,"COLLEGES, UNIVERSITIES, AND PROFESSIONAL SCHOOLS",(410) 486-7000
HUSSIAN COLLEGE-LOS ANGELES,CA,LOS ANGELES,LOS ANGELES,relativityschool.org/,266,"COLLEGES, UNIVERSITIES, AND PROFESSIONAL SCHOOLS",(717) 380-1385
UEI COLLEGE-BAKERSFIELD,CA,BAKERSFIELD,KERN,https://www.uei.edu/,1225,OTHER TECHNICAL AND TRADE SCHOOLS,(661) 427-4300
UNIVERSAL HEALTHCARE CAREERS COLLEGE,CA,LOS ANGELES,LOS ANGELES,www.uhcc.edu/,177,OTHER TECHNICAL AND TRADE SCHOOLS,(213) 384-0900
PAUL MITCHELL THE SCHOOL-SHERMAN OAKS,CA,SHERMAN OAKS,LOS ANGELES,paulmitchell.edu/shermanoaks,296,COSMETOLOGY AND BARBER SCHOOLS,(800) 761-8006
DOLCE LLC THE ACADEMY,CT,WATERBURY,NEW HAVEN,www.dolceacademy.edu/,39,OTHER TECHNICAL AND TRADE SCHOOLS,(203) 528-3550
UNIVERSAL TECHNICAL INSTITUTE-SOUTHERN CALIFORNIA,CA,LONG BEACH,LOS ANGELES,https://www.uti.edu/,1182,OTHER TECHNICAL AND TRADE SCHOOLS,(844) 308-8838
UNIVERSITY OF ARIZONA-SIERRA VISTA,AZ,SIERRA VISTA,COCHISE,https://azcast.arizona.edu/,395,"COLLEGES, UNIVERSITIES, AND PROFESSIONAL SCHOOLS",(520) 458-8278
SOUTHERN REGIONAL TECHNICAL COLLEGE,GA,THOMASVILLE,THOMAS,southernregional.edu/,4154,JUNIOR COLLEGES,(229) 225-4096
CHAMBERLAIN UNIVERSITY-GEORGIA,GA,ATLANTA,FULTON,https://www.chamberlain.edu/,1330,"COLLEGES, UNIVERSITIES, AND PROFESSIONAL SCHOOLS",(404) 250-8500
NATIONAL PERSONAL TRAINING INSTITUTE-TAMPA,FL,TAMPA,HILLSBOROUGH,nptiflorida.edu/npti-tampa/,20,OTHER TECHNICAL AND TRADE SCHOOLS,(813) 374-2017
MEDINA COUNTY CAREER CENTER,OH,MEDINA,MEDINA,https://mcjvs.edu/,57,OTHER TECHNICAL AND TRADE SCHOOLS,(330) 725-8461 EXT 157
HUNTINGTON UNIVERSITY OF HEALTH SCIENCES,TN,KNOXVILLE,KNOX,https://www.huhs.edu/,147,"COLLEGES, UNIVERSITIES, AND PROFESSIONAL SCHOOLS",(865) 524-8079
GALVESTON COLLEGE,TX,GALVESTON,GALVESTON,www.gc.edu/,2060,JUNIOR COLLEGES,(409) 944-1220
ROSS MEDICAL EDUCATION CENTER-MIDLAND,MI,MIDLAND,MIDLAND,www.rosseducation.edu/,68,OTHER TECHNICAL AND TRADE SCHOOLS,(989) 633-3068
UNIVERSITY OF TULSA,OK,TULSA,TULSA,https://utulsa.edu/,3960,"COLLEGES, UNIVERSITIES, AND PROFESSIONAL SCHOOLS",(918) 631-2000
CENTRAL PENN COLLEGE,PA,SUMMERDALE,CUMBERLAND,www.centralpenn.edu/,963,"COLLEGES, UNIVERSITIES, AND PROFESSIONAL SCHOOLS",(800) 759-2727
DELAWARE COUNTY COMMUNITY COLLEGE,PA,MEDIA,DELAWARE,www.dccc.edu/,9989,JUNIOR COLLEGES,(610) 359-5000
COVENANT SCHOOL OF NURSING AND ALLIED HEALTH,TX,LUBBOCK,LUBBOCK,covenanthealth.org/cson,353,OTHER TECHNICAL AND TRADE SCHOOLS,(806) 725-8900
RABBINICAL SEMINARY OF AMERICA,NY,FLUSHING,QUEENS,www.rabbinical.org/,502,"COLLEGES, UNIVERSITIES, AND PROFESSIONAL SCHOOLS",(718) 268-4700
ONONDAGA SCHOOL OF THERAPEUTIC MASSAGE-ROCHESTER,NY,ROCHESTER,MONROE,www.ostm.edu/,43,OTHER TECHNICAL AND TRADE SCHOOLS,(585) 241-0070
PLATT COLLEGE-MILLER-MOTTE TECHNICAL-AUGUSTA,GA,AUGUSTA,RICHMOND,https://www.miller-motte.edu/campuses/augusta-career-training,560,JUNIOR COLLEGES,(706) 396-8000
SOUTHERN CALIFORNIA HEALTH INSTITUTE,CA,NORTH HOLLYWOOD,LOS ANGELES,www.sochi.edu/,300,OTHER TECHNICAL AND TRADE SCHOOLS,(818) 980-8990 EXT 104
JOHNSON COLLEGE,PA,SCRANTON,LACKAWANNA,www.johnson.edu/,497,JUNIOR COLLEGES,(570) 342-6404
TRINITY VALLEY COMMUNITY COLLEGE,TX,ATHENS,HENDERSON,www.tvcc.edu/,5600,JUNIOR COLLEGES,(903) 675-6200
CALUMET COLLEGE OF SAINT JOSEPH,IN,WHITING,LAKE,www.ccsj.edu/,694,"COLLEGES, UNIVERSITIES, AND PROFESSIONAL SCHOOLS",(219) 473-7770 EXT 224
LA SALLE UNIVERSITY,PA,PHILADELPHIA,PHILADELPHIA,www.lasalle.edu/,4624,"COLLEGES, UNIVERSITIES, AND PROFESSIONAL SCHOOLS",(215) 951-1000
TENNESSEE COLLEGE OF APPLIED TECHNOLOGY-ONEIDA-HUNTSVILLE,TN,HUNTSVILLE,SCOTT,https://www.tcatoneida.edu/,288,OTHER TECHNICAL AND TRADE SCHOOLS,(423) 663-4900
TEXAS A & M UNIVERSITY-KINGSVILLE,TX,KINGSVILLE,KLEBERG,https://www.tamuk.edu/,6932,"COLLEGES, UNIVERSITIES, AND PROFESSIONAL SCHOOLS",(361) 593-2111
NORTHERN NEW MEXICO COLLEGE,NM,ESPANOLA,RIO ARRIBA,nnmc.edu/,1234,"COLLEGES, UNIVERSITIES, AND PROFESSIONAL SCHOOLS",(505) 747-2100
PIONEER PACIFIC COLLEGE,OR,BEAVERTON,WASHINGTON,NOT AVAILABLE,-999,JUNIOR COLLEGES,NOT AVAILABLE
UNIVERSITY OF HOUSTON-DOWNTOWN,TX,HOUSTON,HARRIS,www.uhd.edu/,15239,"COLLEGES, UNIVERSITIES, AND PROFESSIONAL SCHOOLS",(713) 221-8000
COLUMBIA GORGE COMMUNITY COLLEGE,OR,THE DALLES,WASCO,www.cgcc.edu/,825,JUNIOR COLLEGES,(541) 506-6011
SACRED HEART SEMINARY AND SCHOOL OF THEOLOGY,WI,FRANKLIN,MILWAUKEE,www.shsst.edu/,98,"COLLEGES, UNIVERSITIES, AND PROFESSIONAL SCHOOLS",(414) 425-8300
TENNESSEE COLLEGE OF APPLIED TECHNOLOGY-MCKENZIE,TN,MCKENZIE,CARROLL,www.tcatmckenzie.edu/,118,OTHER TECHNICAL AND TRADE SCHOOLS,(731) 352-5364
ELECTRICAL TRAINING CENTER,NY,COPIAGUE,SUFFOLK,https://www.electricaltrainingcenter.edu/,207,OTHER TECHNICAL AND TRADE SCHOOLS,(631) 226-8021
DORSEY SCHOOL OF BUSINESS-DEARBORN,MI,DETROIT,WAYNE,www.dorsey.edu/,359,OTHER TECHNICAL AND TRADE SCHOOLS,(313) 982-3730
THE UNIVERSITY OF TEXAS PERMIAN BASIN,TX,ODESSA,ECTOR,www.utpb.edu/,5530,"COLLEGES, UNIVERSITIES, AND PROFESSIONAL SCHOOLS",(432) 552-2020
UNIVERSITY OF MAINE,ME,ORONO,PENOBSCOT,www.umaine.edu/,11741,"COLLEGES, UNIVERSITIES, AND PROFESSIONAL SCHOOLS",(207) 581-1865
CLEVELAND INSTITUTE OF ART,OH,CLEVELAND,CUYAHOGA,www.cia.edu/,599,"COLLEGES, UNIVERSITIES, AND PROFESSIONAL SCHOOLS",(216) 421-7000
UNIVERSITY OF MARYLAND-COLLEGE PARK,MD,COLLEGE PARK,PRINCE GEORGE'S,www.umd.edu/,40709,"COLLEGES, UNIVERSITIES, AND PROFESSIONAL SCHOOLS",(301) 405-1000
ASHFORD UNIVERSITY,CA,SAN DIEGO,SAN DIEGO,www.ashford.edu/,31115,"COLLEGES, UNIVERSITIES, AND PROFESSIONAL SCHOOLS",(866) 711-1700
UNIVERSITY OF DETROIT MERCY,MI,DETROIT,WAYNE,https://www.udmercy.edu/,4987,"COLLEGES, UNIVERSITIES, AND PROFESSIONAL SCHOOLS",(313) 993-1000
EMPIRE BEAUTY SCHOOL-TUCSON,AZ,TUCSON,PIMA,www.empire.edu/,114,COSMETOLOGY AND BARBER SCHOOLS,(800) 920-4593
UNIVERSITY OF CALIFORNIA-DAVIS,CA,DAVIS,YOLO,ucdavis.edu/,39074,"COLLEGES, UNIVERSITIES, AND PROFESSIONAL SCHOOLS",(530) 752-1011
EVERGREEN VALLEY COLLEGE,CA,SAN JOSE,SANTA CLARA,www.evc.edu/,8699,JUNIOR COLLEGES,(408) 274-7900
HAMRICK SCHOOL,OH,MEDINA,MEDINA,https://www.hamrickschool.edu/,101,OTHER TECHNICAL AND TRADE SCHOOLS,(330) 239-2229
STUDIO ACADEMY OF BEAUTY,AZ,CHANDLER,MARICOPA,www.tsaob.com/,591,COSMETOLOGY AND BARBER SCHOOLS,(480) 857-1138
UPPER CAPE COD REGIONAL TECHNICAL SCHOOL,MA,BOURNE,BARNSTABLE,www.uctpracticalnursing.com/,78,OTHER TECHNICAL AND TRADE SCHOOLS,(508) 759-7711 EXT 285
EDEN THEOLOGICAL SEMINARY,MO,WEBSTER GROVES,ST. LOUIS,www.eden.edu/,117,"COLLEGES, UNIVERSITIES, AND PROFESSIONAL SCHOOLS",(314) 918-2620
LAKES REGION COMMUNITY COLLEGE,NH,LACONIA,BELKNAP,www.lrcc.edu/,697,JUNIOR COLLEGES,(603) 524-3207
ROCKINGHAM COMMUNITY COLLEGE,NC,WENTWORTH,ROCKINGHAM,www.rockinghamcc.edu/,1922,JUNIOR COLLEGES,(336) 342-4261
ADVANCE SCIENCE INTERNATIONAL COLLEGE,FL,MIAMI LAKES,MIAMI-DADE,www.asicollege.edu/,53,OTHER TECHNICAL AND TRADE SCHOOLS,(305) 626-6004
PLATT COLLEGE-STVT-CORPUS CHRISTI,TX,CORPUS CHRISTI,NUECES,https://www.stvt.edu/,307,OTHER TECHNICAL AND TRADE SCHOOLS,(361) 232-5057 EXT 35821
ULTRASOUND MEDICAL INSTITUTE,FL,ROYAL PALM BEACH,PALM BEACH,www.nriinstitute.edu/,126,OTHER TECHNICAL AND TRADE SCHOOLS,(216) 688-5112
HIGHLIGHTS BEAUTY SCHOOLS,WA,MOUNTLAKE TERRACE,SNOHOMISH,https://genejuarezacademy.edu/,120,COSMETOLOGY AND BARBER SCHOOLS,(206) 368-0210
PALAU COMMUNITY COLLEGE,PW,KOROR,NOT AVAILABLE,palau.edu/,553,JUNIOR COLLEGES,(680) 488-2470
EMPIRE BEAUTY SCHOOL-HURSTBORNE,KY,LOUISVILLE,JEFFERSON,NOT AVAILABLE,-999,COSMETOLOGY AND BARBER SCHOOLS,NOT AVAILABLE
UNIVERSITY OF LOUISIANA-SYSTEM ADMINISTRATION,LA,BATON ROUGE,EAST BATON ROUGE,www.ulsystem.edu/,-999,EDUCATIONAL SUPPORT SERVICES,(225) 342-6950
DEVRY UNIVERSITY-FLORIDA,FL,MIRAMAR,BROWARD,https://www.devry.edu/,605,"COLLEGES, UNIVERSITIES, AND PROFESSIONAL SCHOOLS",(954) 499-9775
INTERNATIONAL TRAINING CAREERS,FL,MIAMI,MIAMI-DADE,tufuturovale.com/spa/,21,OTHER TECHNICAL AND TRADE SCHOOLS,(305) 263-9696
INSTITUTO EDUCATIVO PREMIER,PR,PONCE,PONCE,premierponce.net/,156,OTHER TECHNICAL AND TRADE SCHOOLS,(787) 843-1515
CHESTNUT HILL COLLEGE,PA,PHILADELPHIA,PHILADELPHIA,www.chc.edu/,1528,"COLLEGES, UNIVERSITIES, AND PROFESSIONAL SCHOOLS",(215) 248-7000
ACADEMY OF HAIR DESIGN-PEARL,MS,PEARL,RANKIN,www.academyofhair.com/,45,COSMETOLOGY AND BARBER SCHOOLS,(601) 372-9800
COLLEGE OF OUR LADY OF THE ELMS,MA,CHICOPEE,HAMPDEN,https://www.elms.edu/,1355,"COLLEGES, UNIVERSITIES, AND PROFESSIONAL SCHOOLS",(413) 594-2761
SARAH LAWRENCE COLLEGE,NY,BRONXVILLE,WESTCHESTER,www.sarahlawrence.edu/,1506,"COLLEGES, UNIVERSITIES, AND PROFESSIONAL SCHOOLS",(914) 337-0700
LASSEN COMMUNITY COLLEGE,CA,SUSANVILLE,LASSEN,www.lassencollege.edu/,1821,JUNIOR COLLEGES,(530) 257-6181
HOUSTON INTERNATIONAL COLLEGE CARDIOTECH ULTRASOUND SCHOOL,TX,HOUSTON,HARRIS,www.cardiotech.org/,73,OTHER TECHNICAL AND TRADE SCHOOLS,(281) 495-0078
UNIVERSITY ACADEMY OF HAIR DESIGN,AL,TUSCALOOSA,TUSCALOOSA,www.uahairdesign.com/,46,COSMETOLOGY AND BARBER SCHOOLS,(205) 333-7373 EXT 2
JAMES RUMSEY TECHNICAL INSTITUTE,WV,MARTINSBURG,BERKELEY,www.jamesrumsey.com/,107,OTHER TECHNICAL AND TRADE SCHOOLS,(304) 754-7925
CALIFORNIA AERONAUTICAL UNIVERSITY,CA,BAKERSFIELD,KERN,www.calaero.edu/,274,JUNIOR COLLEGES,(661) 615-5915
AMERICAN CAREER COLLEGE-ANAHEIM,CA,ANAHEIM,ORANGE,https://americancareercollege.edu/,1274,JUNIOR COLLEGES,(949) 783-4800
INTERACTIVE COLLEGE OF TECHNOLOGY,TX,HOUSTON,HARRIS,www.ict.edu/north-houston-college/,23,JUNIOR COLLEGES,(281) 931-7717
ARIZONA SCHOOL OF ACUPUNCTURE AND ORIENTAL MEDICINE,AZ,TUCSON,PIMA,www.asaom.edu/,13,"COLLEGES, UNIVERSITIES, AND PROFESSIONAL SCHOOLS",(520) 795-0787 EXT 101
SAINT EDWARD'S UNIVERSITY,TX,AUSTIN,TRAVIS,https://www.stedwards.edu/,3591,"COLLEGES, UNIVERSITIES, AND PROFESSIONAL SCHOOLS",(512) 448-8400
